,Postcode Code,Postcode Name,Local Government Area,PHU,LHD,state_name
370,2152,Northmead,Parramatta,Parramatta,Western Sydney,New South Wales
371,2153,Baulkham Hills,Hills Shire,Parramatta,Western Sydney,New South Wales
372,2153,Bella Vista,Hills Shire,Parramatta,Western Sydney,New South Wales
373,2153,Winston Hills,Hills Shire,Parramatta,Western Sydney,New South Wales
374,2154,Castle Hill,Hills Shire,Parramatta,Western Sydney,New South Wales
375,2155,Rouse Hill,Hills Shire,Parramatta,Western Sydney,New South Wales
376,2155,Beaumont Hills,Hills Shire,Parramatta,Western Sydney,New South Wales
377,2155,Kellyville Ridge,Hills Shire,Parramatta,Western Sydney,New South Wales
378,2155,Kellyville,Hills Shire,Parramatta,Western Sydney,New South Wales
379,2156,Kenthurst,Hills Shire,Parramatta,Western Sydney,New South Wales
380,2156,Annangrove,Hills Shire,Parramatta,Western Sydney,New South Wales
381,2156,Glenhaven,Hills Shire,Parramatta,Western Sydney,New South Wales
382,2157,Canoelands,Hills Shire,Parramatta,Western Sydney,New South Wales
383,2157,Forest Glen,Hills Shire,Parramatta,Western Sydney,New South Wales
384,2157,Glenorie,Hills Shire,Parramatta,Western Sydney,New South Wales
385,2158,Middle Dural,Hornsby,Hornsby,Northern Sydney,New South Wales
386,2158,Round Corner,Hornsby,Hornsby,Northern Sydney,New South Wales
387,2158,Dural,Hornsby,Hornsby,Northern Sydney,New South Wales
388,2159,Fiddletown,Hornsby,Hornsby,Northern Sydney,New South Wales
389,2159,Arcadia,Hornsby,Hornsby,Northern Sydney,New South Wales
390,2159,Berrilee,Hornsby,Hornsby,Northern Sydney,New South Wales
391,2159,Galston,Hornsby,Hornsby,Northern Sydney,New South Wales
392,2160,Merrylands,Cumberland,Parramatta,Western Sydney,New South Wales
393,2160,Merrylands West,Cumberland,Parramatta,Western Sydney,New South Wales
394,2161,Guildford,Cumberland,Parramatta,Western Sydney,New South Wales
395,2161,Old Guildford,Cumberland,Parramatta,Western Sydney,New South Wales
396,2161,Yennora,Cumberland,Parramatta,Western Sydney,New South Wales
397,2161,Guildford West,Cumberland,Parramatta,Western Sydney,New South Wales
398,2162,Sefton,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
399,2162,Chester Hill,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
400,2163,Lansdowne,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
401,2163,Carramar,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
402,2163,Villawood,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
403,2164,Smithfield West,Fairfield,Liverpool,South Western Sydney,New South Wales
404,2164,Smithfield,Fairfield,Liverpool,South Western Sydney,New South Wales
405,2164,Woodpark,Fairfield,Liverpool,South Western Sydney,New South Wales
406,2164,Wetherill Park,Fairfield,Liverpool,South Western Sydney,New South Wales
407,2165,Fairfield Heights,Fairfield,Liverpool,South Western Sydney,New South Wales
408,2165,Fairfield,Fairfield,Liverpool,South Western Sydney,New South Wales
409,2165,Fairfield West,Fairfield,Liverpool,South Western Sydney,New South Wales
410,2165,Fairfield East,Fairfield,Liverpool,South Western Sydney,New South Wales
411,2166,Canley Vale,Fairfield,Liverpool,South Western Sydney,New South Wales
412,2166,Cabramatta,Fairfield,Liverpool,South Western Sydney,New South Wales
413,2166,Cabramatta West,Fairfield,Liverpool,South Western Sydney,New South Wales
414,2166,Lansvale,Fairfield,Liverpool,South Western Sydney,New South Wales
415,2166,Canley Heights,Fairfield,Liverpool,South Western Sydney,New South Wales
416,2167,Glenfield,Campbelltown,Liverpool,South Western Sydney,New South Wales
417,2168,Sadleir,Liverpool,Liverpool,South Western Sydney,New South Wales
418,2168,Hinchinbrook,Liverpool,Liverpool,South Western Sydney,New South Wales
419,2168,Miller,Liverpool,Liverpool,South Western Sydney,New South Wales
420,2168,Cartwright,Liverpool,Liverpool,South Western Sydney,New South Wales
421,2168,Green Valley,Liverpool,Liverpool,South Western Sydney,New South Wales
422,2168,Heckenberg,Liverpool,Liverpool,South Western Sydney,New South Wales
423,2168,Ashcroft,Liverpool,Liverpool,South Western Sydney,New South Wales
424,2168,Busby,Liverpool,Liverpool,South Western Sydney,New South Wales
425,2170,Liverpool,Liverpool,Liverpool,South Western Sydney,New South Wales
426,2170,Liverpool Westfield,Liverpool,Liverpool,South Western Sydney,New South Wales
427,2170,Warwick Farm,Liverpool,Liverpool,South Western Sydney,New South Wales
428,2170,Mount Pritchard,Liverpool,Liverpool,South Western Sydney,New South Wales
429,2170,Prestons,Liverpool,Liverpool,South Western Sydney,New South Wales
430,2170,Casula Mall,Liverpool,Liverpool,South Western Sydney,New South Wales
431,2170,Moorebank,Liverpool,Liverpool,South Western Sydney,New South Wales
432,2170,Liverpool South,Liverpool,Liverpool,South Western Sydney,New South Wales
433,2170,Hammondville,Liverpool,Liverpool,South Western Sydney,New South Wales
434,2170,Lurnea,Liverpool,Liverpool,South Western Sydney,New South Wales
435,2170,Casula,Liverpool,Liverpool,South Western Sydney,New South Wales
436,2170,Chipping Norton,Liverpool,Liverpool,South Western Sydney,New South Wales
437,2171,Elizabeth Hills,Liverpool,Liverpool,South Western Sydney,New South Wales
438,2171,Hoxton Park,Liverpool,Liverpool,South Western Sydney,New South Wales
439,2171,Carnes Hill,Liverpool,Liverpool,South Western Sydney,New South Wales
440,2171,Cecil Hills,Liverpool,Liverpool,South Western Sydney,New South Wales
441,2171,West Hoxton,Liverpool,Liverpool,South Western Sydney,New South Wales
442,2171,Len Waters Estate,Liverpool,Liverpool,South Western Sydney,New South Wales
443,2171,Horningsea Park,Liverpool,Liverpool,South Western Sydney,New South Wales
444,2171,Middleton Grange,Liverpool,Liverpool,South Western Sydney,New South Wales
445,2172,Pleasure Point,Liverpool,Liverpool,South Western Sydney,New South Wales
446,2172,Voyager Point,Liverpool,Liverpool,South Western Sydney,New South Wales
447,2172,Sandy Point,Liverpool,Liverpool,South Western Sydney,New South Wales
448,2173,Holsworthy,Campbelltown,Liverpool,South Western Sydney,New South Wales
449,2173,Wattle Grove,Campbelltown,Liverpool,South Western Sydney,New South Wales
450,2174,Edmondson Park,Liverpool,Liverpool,South Western Sydney,New South Wales
451,2175,Horsley Park,Fairfield,Liverpool,South Western Sydney,New South Wales
452,2176,St Johns Park,Fairfield,Liverpool,South Western Sydney,New South Wales
453,2176,Bossley Park,Fairfield,Liverpool,South Western Sydney,New South Wales
454,2176,Abbotsbury,Fairfield,Liverpool,South Western Sydney,New South Wales
455,2176,Greenfield Park,Fairfield,Liverpool,South Western Sydney,New South Wales
456,2176,Prairiewood,Fairfield,Liverpool,South Western Sydney,New South Wales
457,2176,Wakeley,Fairfield,Liverpool,South Western Sydney,New South Wales
458,2176,Edensor Park,Fairfield,Liverpool,South Western Sydney,New South Wales
459,2177,Bonnyrigg,Fairfield,Liverpool,South Western Sydney,New South Wales
460,2177,Bonnyrigg Heights,Fairfield,Liverpool,South Western Sydney,New South Wales
461,2178,Cecil Park,Penrith,Liverpool,South Western Sydney,New South Wales
462,2178,Kemps Creek,Penrith,Liverpool,South Western Sydney,New South Wales
463,2178,Mount Vernon,Penrith,Liverpool,South Western Sydney,New South Wales
464,2179,Austral,Camden,Liverpool,South Western Sydney,New South Wales
465,2179,Leppington,Camden,Liverpool,South Western Sydney,New South Wales
466,2190,Mount Lewis,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
467,2190,Greenacre,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
468,2190,Chullora,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
469,2191,Belfield,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
470,2192,Belmore,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
471,2193,Canterbury,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
472,2193,Hurlstone Park,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
473,2193,Ashbury,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
474,2194,Campsie,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
475,2195,Wiley Park,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
476,2195,Lakemba,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
477,2196,Punchbowl,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
478,2196,Roselands,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
479,2197,Bass Hill,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
480,2198,Georges Hall,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
481,2199,Yagoona,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
482,2199,Yagoona West,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
483,2200,Manahan,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
484,2200,Bankstown,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
485,2200,Bankstown North,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
486,2200,Bankstown Square,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
487,2200,Bankstown Aerodrome,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
488,2200,Condell Park,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
489,2200,Mount Lewis,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
490,2203,Dulwich Hill,Inner West,Camperdown,Sydney,New South Wales
491,2204,Marrickville Metro,Inner West,Camperdown,Sydney,New South Wales
492,2204,Marrickville,Inner West,Camperdown,Sydney,New South Wales
493,2204,Marrickville South,Inner West,Camperdown,Sydney,New South Wales
494,2205,Turrella,Bayside,Randwick,South Eastern Sydney,New South Wales
495,2205,Wolli Creek,Bayside,Randwick,South Eastern Sydney,New South Wales
496,2205,Arncliffe,Bayside,Randwick,South Eastern Sydney,New South Wales
497,2206,Earlwood,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
498,2206,Undercliffe,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
499,2206,Clemton Park,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
500,2207,Bexley North,Bayside,Randwick,South Eastern Sydney,New South Wales
501,2207,Bexley South,Bayside,Randwick,South Eastern Sydney,New South Wales
502,2207,Bardwell Park,Bayside,Randwick,South Eastern Sydney,New South Wales
503,2207,Bexley,Bayside,Randwick,South Eastern Sydney,New South Wales
504,2207,Bardwell Valley,Bayside,Randwick,South Eastern Sydney,New South Wales
505,2208,Kingsway West,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
506,2208,Kingsgrove,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
507,2209,Beverly Hills,Canterbury-Bankstown,Randwick,South Eastern Sydney,New South Wales
508,2209,Narwee,Canterbury-Bankstown,Randwick,South Eastern Sydney,New South Wales
509,2210,Peakhurst,Georges River,Randwick,South Eastern Sydney,New South Wales
510,2210,Peakhurst Heights,Georges River,Randwick,South Eastern Sydney,New South Wales
511,2210,Lugarno,Georges River,Randwick,South Eastern Sydney,New South Wales
512,2210,Riverwood,Georges River,Randwick,South Eastern Sydney,New South Wales
513,2211,Padstow Heights,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
514,2211,Padstow,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
515,2212,Revesby Heights,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
516,2212,Revesby,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
517,2212,Revesby North,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
518,2213,East Hills,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
519,2213,Picnic Point,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
520,2213,Panania,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
521,2214,Milperra,Canterbury-Bankstown,Liverpool,South Western Sydney,New South Wales
522,2216,Brighton-Le-Sands,Bayside,Randwick,South Eastern Sydney,New South Wales
523,2216,Kyeemagh,Bayside,Randwick,South Eastern Sydney,New South Wales
524,2216,Banksia,Bayside,Randwick,South Eastern Sydney,New South Wales
525,2216,Rockdale,Bayside,Randwick,South Eastern Sydney,New South Wales
526,2217,Kogarah Bay,Bayside,Randwick,South Eastern Sydney,New South Wales
527,2217,Kogarah,Bayside,Randwick,South Eastern Sydney,New South Wales
528,2217,Ramsgate Beach,Bayside,Randwick,South Eastern Sydney,New South Wales
529,2217,Ramsgate,Bayside,Randwick,South Eastern Sydney,New South Wales
530,2217,Monterey,Bayside,Randwick,South Eastern Sydney,New South Wales
531,2217,Beverley Park,Bayside,Randwick,South Eastern Sydney,New South Wales
532,2218,Allawah,Georges River,Randwick,South Eastern Sydney,New South Wales
533,2218,Carlton,Georges River,Randwick,South Eastern Sydney,New South Wales
534,2219,Sans Souci,Bayside,Randwick,South Eastern Sydney,New South Wales
535,2219,Dolls Point,Bayside,Randwick,South Eastern Sydney,New South Wales
536,2219,Sandringham,Bayside,Randwick,South Eastern Sydney,New South Wales
537,2220,Hurstville Grove,Georges River,Randwick,South Eastern Sydney,New South Wales
538,2220,Hurstville Westfield,Georges River,Randwick,South Eastern Sydney,New South Wales
539,2220,Hurstville,Georges River,Randwick,South Eastern Sydney,New South Wales
540,2221,Blakehurst,Georges River,Randwick,South Eastern Sydney,New South Wales
541,2221,Carss Park,Georges River,Randwick,South Eastern Sydney,New South Wales
542,2221,South Hurstville,Georges River,Randwick,South Eastern Sydney,New South Wales
543,2221,Connells Point,Georges River,Randwick,South Eastern Sydney,New South Wales
544,2221,Kyle Bay,Georges River,Randwick,South Eastern Sydney,New South Wales
545,2222,Penshurst,Georges River,Randwick,South Eastern Sydney,New South Wales
546,2223,Mortdale,Georges River,Randwick,South Eastern Sydney,New South Wales
547,2223,Oatley,Georges River,Randwick,South Eastern Sydney,New South Wales
548,2224,Kangaroo Point,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
549,2224,Sylvania Waters,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
550,2224,Sylvania Southgate,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
551,2224,Sylvania,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
552,2225,Oyster Bay,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
553,2226,Jannali,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
554,2226,Como,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
555,2226,Bonnet Bay,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
556,2227,Gymea Bay,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
557,2227,Gymea,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
558,2228,Miranda,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
559,2228,Yowie Bay,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
560,2229,Caringbah,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
561,2229,Taren Point,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
562,2229,Caringbah South,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
563,2229,Port Hacking,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
564,2229,Dolans Bay,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
565,2229,Lilli Pilli,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
566,2230,Bundeena,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
567,2230,Woolooware,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
568,2230,Cronulla,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
569,2230,Burraneer,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
570,2230,Greenhills Beach,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
571,2230,Maianbar,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
572,2231,Kurnell,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
573,2232,Audley,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
574,2232,Sutherland,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
575,2232,Loftus,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
576,2232,Kirrawee,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
577,2232,Woronora,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
578,2232,Kareela,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
579,2232,Grays Point,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
580,2233,Yarrawarrah,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
581,2233,Heathcote,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
582,2233,Engadine,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
583,2233,Waterfall,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
584,2233,Woronora Heights,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
585,2234,Lucas Heights,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
586,2234,Illawong,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
587,2234,Menai Central,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
588,2234,Menai,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
589,2234,Bangor,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
590,2234,Alfords Point,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
591,2234,Barden Ridge,Sutherland Shire,Randwick,South Eastern Sydney,New South Wales
